user_id	last_day_login_count	total_login_count	last_day_online_time	register_ts	total_days_from_register	total_active_days	daily_average_login_count	first_day_login_count	3_days_login_count	7_days_login_count	30_days_login_count	3_days_active	7_days_active	30_days_active	day_3_average_login_count	day_7_average_login_count	day_30_average_login_count	resource_total_number	total_online_time	daily_average_online_time	first_day_online_time	day_3_average_online_time	day_7_average_online_time	day_30_average_online_time	server_id	player_name	power	citylevel	herolevel	lastlogintime	gold	food	wood	oil	steel	cash	total_payment_amount	total_payment_count	total_paid_days	average_payment	average_payment_per_day	first_payment_timestamp	first_payment_amount	first_payment_package	first_payment_from_register	first_payment_activedays_from_register	last_payment_timestamp	last_payment_amount	last_payment_package	last_payment_from_register	last_payment_activedays_from_register	payment_frequency	gold_add_number	gold_remove_number	item_add_number	item_remove_number	troop_produce_number	client_build_count	client_tech_count	client_troop_count	client_trap_count	troop_send_count	troop_batter_number	client_troop_send_count	client_everyday_quest_count	client_allliance_quest_count	client_vip_quest_count	client_random_count	client_event_count	add_gold_alli_number	add_gold_iap_number	add_gold_item_number	add_gold_compensation_number	last_day_payment_amount	last_day_payment_count	createtime
5242897	1.0	1.0	15.0			2.0	0.5	0.0	1.0	2.0	2.0	2.0	3.0	9.0	0.5	0.666666666667	0.222222222222	1831920.0	15.0	7.5	15.0	10.0	11.6666666667	11.1111111111	5.0	Big biang	343361.0	10.0	29.0	2016-03-01 00:00:00	29090.0	1182500.0	138000.0	338920.0	103500.0	69000.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5242898	36.0	50.0	900.0			2.0	25.0	0.0	67.0	162.0	609.0	3.0	7.0	30.0	22.3333333333	23.1428571429	20.3	58653960.0	1655.0	827.5	755.0	816.666666667	815.0	784.166666667	5.0	Gothicmami	23168964.0	21.0	49.0	2016-03-02 00:00:00	5328.0	31261829.0	9072782.0	10639141.0	5341593.0	2338615.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		46670.0	182162.0	1042.0	1003.0	15325.0	8.0	4.0	5.0	0.0	145.0	0.0	145.0	99.0	98.0	32.0	101.0	62.0	0.0	0.0	46670.0	0.0	0.0	0.0	
5248345	3.0	5.0	30.0			2.0	2.5	0.0	7.0	17.0	94.0	3.0	7.0	30.0	2.33333333333	2.42857142857	3.13333333333	659359.0	95.0	47.5	65.0	43.3333333333	46.4285714286	59.1666666667	5.0	Surprise	291144.0	10.0	28.0	2016-03-02 00:00:00	4950.0	168000.0	200027.0	129309.0	50468.0	111555.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		1100.0	25950.0	131.0	81.0	733.0	3.0	2.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	5.0	0.0	0.0	0.0	1100.0	0.0	0.0	0.0	
5242906	0.0	0.0	0.0			2.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	5.0	0.0	0.0	0.4	2211088.0	0.0	0.0	0.0	35.0	35.0	21.0	5.0	BjomWolfsklaue	252936.0	11.0	31.0	2016-02-04 00:00:00	11593.0	560194.0	550000.0	550000.0	550000.0	894.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5242909	11.0	17.0	255.0			2.0	8.5	0.0	25.0	61.0	204.0	3.0	7.0	30.0	8.33333333333	8.71428571429	6.8	8761269.0	610.0	305.0	355.0	310.0	315.714285714	284.166666667	5.0	Iorioa	9576160.0	18.0	47.0	2016-03-02 00:00:00	15039.0	7254146.0	447316.0	480734.0	342740.0	236333.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		11000.0	30078.0	357.0	835.0	4718.0	2.0	19.0	1.0	2.0	59.0	0.0	35.0	70.0	49.0	24.0	26.0	25.0	0.0	0.0	11000.0	0.0	0.0	0.0	
5267490	0.0	0.0	0.0			2.0	0.0	0.0	0.0	0.0	175.0	1.0	2.0	23.0	0.0	0.0	7.60869565217	5730549.0	0.0	0.0	0.0	10.0	12.5	489.565217391	5.0	Wallenfels	1707114.0	16.0	42.0	2016-02-22 00:00:00	12.0	2503088.0	1162000.0	1126000.0	754500.0	184961.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5263367	0.0	0.0	10.0			2.0	0.0	0.0	0.0	0.0	29.0	1.0	1.0	11.0	0.0	0.0	2.63636363636	834423.0	10.0	5.0	10.0	10.0	10.0	53.6363636364	5.0	God777	93643.0	7.0	20.0	2016-02-21 00:00:00	0.0	18846.0	149142.0	315146.0	350350.0	939.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5267500	8.0	15.0	85.0			2.0	7.5	0.0	20.0	41.0	249.0	3.0	7.0	30.0	6.66666666667	5.85714285714	8.3	2038165.0	205.0	102.5	120.0	101.666666667	96.4285714286	155.333333333	5.0	The Mafla	1319384.0	12.0	38.0	2016-03-02 00:00:00	6709.0	465751.0	405136.0	411173.0	333384.0	422721.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	54.0	24.0	2050.0	5.0	0.0	2.0	0.0	21.0	0.0	9.0	12.0	11.0	0.0	12.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
5253812	1.0	1.0	20.0			2.0	0.5	0.0	2.0	30.0	81.0	3.0	7.0	20.0	0.666666666667	4.28571428571	4.05	1076966.0	30.0	15.0	10.0	16.6666666667	74.2857142857	79.5	5.0	Fordlinator	110055.0	8.0	16.0	2016-03-02 00:00:00	15.0	300641.0	188873.0	144811.0	364334.0	78307.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	2.0	3.0	360.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5242942	0.0	0.0	0.0			2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0			1.0	158316.0	0.0	0.0	0.0	0.0	0.0	20.0	5.0	Player15242942	415.0	2.0	1.0	2016-02-07 00:00:00	200.0	70298.0	21404.0	23320.0	21594.0	21700.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5242956	8.0	12.0	140.0			2.0	6.0	0.0	16.0	44.0	268.0	3.0	7.0	30.0	5.33333333333	6.28571428571	8.93333333333	9754833.0	230.0	115.0	90.0	125.0	115.0	163.5	5.0	Maximus	5016660.0	16.0	45.0	2016-03-02 00:00:00	10927.0	1121159.0	1059630.0	416159.0	2766807.0	4391078.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		820.0	8927.0	171.0	117.0	2800.0	2.0	0.0	1.0	0.0	21.0	0.0	12.0	44.0	49.0	12.0	11.0	4.0	0.0	0.0	820.0	0.0	0.0	0.0	
5242957	11.0	33.0	780.0			2.0	16.5	0.0	48.0	203.0	380.0	3.0	7.0	30.0	16.0	29.0	12.6666666667	39597542.0	1665.0	832.5	885.0	863.333333333	782.857142857	783.166666667	5.0	Walhalla	13063054.0	20.0	48.0	2016-03-02 00:00:00	230.0	18292634.0	6064582.0	8726626.0	5918223.0	595477.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		28300.0	318060.0	757.0	778.0	12400.0	0.0	13.0	4.0	0.0	159.0	0.0	131.0	90.0	42.0	36.0	108.0	52.0	0.0	0.0	28300.0	0.0	0.0	0.0	
5242969	17.0	28.0	525.0			2.0	14.0	0.0	48.0	116.0	385.0	3.0	7.0	30.0	16.0	16.5714285714	12.8333333333	9605519.0	945.0	472.5	420.0	568.333333333	528.571428571	395.5	5.0	Old Scheibe	3081189.0	15.0	43.0	2016-03-02 00:00:00	1485.0	2314234.0	161038.0	274089.0	3052708.0	3803450.0	39.98	2.0	1.0	19.99	39.98	2016-03-01 09:26:00	19.99	8.0	0.0	0.0	2016-03-01 09:54:24	19.99	8.0		0.0		27540.0	1185555.0	1563.0	1586.0	71665.0	13.0	8.0	63.0	3.0	35.0	0.0	34.0	88.0	35.0	24.0	62.0	1.0	0.0	7400.0	20140.0	0.0	39.98	2.0	
5259354	0.0	0.0	0.0			2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0			0.5	982022.0	0.0	0.0	0.0	0.0	0.0	10.0	5.0	Tigco	29571.0	5.0	12.0	2016-02-02 00:00:00	350.0	252653.0	234335.0	178320.0	306114.0	10600.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5255183	0.0	0.0	5.0			1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	148500.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	Player15255183	1563.0	3.0	4.0	2016-01-16 00:00:00	300.0	67500.0	25000.0	25000.0	21000.0	10000.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5242973	9.0	14.0	360.0			2.0	7.0	0.0	25.0	71.0	279.0	3.0	7.0	30.0	8.33333333333	10.1428571429	9.3	26654666.0	675.0	337.5	315.0	398.333333333	352.142857143	371.0	5.0	Night Rider	10417857.0	19.0	47.0	2016-03-02 00:00:00	6165.0	4471797.0	5110860.0	10205878.0	4055133.0	2810998.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		1530.0	14965.0	297.0	362.0	5000.0	1.0	2.0	6.0	2.0	77.0	0.0	40.0	45.0	35.0	18.0	24.0	11.0	0.0	0.0	1530.0	0.0	0.0	0.0	
5242977	2.0	5.0	30.0			2.0	2.5	0.0	8.0	28.0	141.0	3.0	7.0	30.0	2.66666666667	4.0	4.7	11474942.0	90.0	45.0	60.0	65.0	95.0	196.166666667	5.0	Pappy Van Winkle	5409033.0	16.0	44.0	2016-03-02 00:00:00	2403.0	25803.0	250044.0	3057588.0	2737112.0	5404395.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		5400.0	29058.0	100.0	150.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	36.0	28.0	4.0	4.0	4.0	0.0	0.0	5400.0	0.0	0.0	0.0	
5259362	0.0	0.0	5.0			2.0	0.0	0.0	0.0	0.0	2.0	2.0	3.0	6.0	0.0	0.0	0.333333333333	1134177.0	5.0	2.5	5.0	12.5	11.6666666667	25.0	5.0	Ooznoz1	71176.0	7.0	19.0	2016-02-08 00:00:00	1910.0	322522.0	245186.0	350000.0	184160.0	32309.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5242979	0.0	0.0	0.0			2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0			1.0	156316.0	0.0	0.0	0.0	0.0	0.0	20.0	5.0	Player15242979	1412.0	2.0	2.0	2016-02-15 00:00:00	185.0	62407.0	22402.0	26997.0	22810.0	21700.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5267557	0.0	0.0	0.0			2.0	0.0	0.0	0.0	0.0	146.0	1.0	2.0	15.0	0.0	0.0	9.73333333333	4605000.0	0.0	0.0	0.0	10.0	10.0	530.666666667	5.0	Ballermann	1020096.0	13.0	38.0	2016-02-14 00:00:00	1367.0	1957500.0	724000.0	892000.0	622500.0	409000.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5267559	5.0	9.0	155.0			2.0	4.5	0.0	16.0	32.0	83.0	3.0	7.0	24.0	5.33333333333	4.57142857143	3.45833333333	1883936.0	290.0	145.0	135.0	156.666666667	108.571428571	94.5833333333	5.0	BloodyButcher	638940.0	11.0	33.0	2016-03-02 00:00:00	3215.0	946697.0	185288.0	223416.0	213885.0	314650.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		1650.0	6130.0	91.0	92.0	4473.0	1.0	4.0	6.0	2.0	10.0	0.0	10.0	11.0	7.0	0.0	14.0	5.0	0.0	0.0	1650.0	0.0	0.0	0.0	
5267563	0.0	0.0	0.0			2.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	5.0			0.6	3728110.0	0.0	0.0	0.0	0.0	0.0	5.0	5.0	SGTSKELETOR	75998.0	7.0	18.0	2016-02-05 00:00:00	2295.0	908692.0	717512.0	697813.0	815578.0	588515.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5267474	0.0	0.0	0.0			2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0			1.0	155875.0	0.0	0.0	0.0	0.0	0.0	15.0	5.0	Player15267474	1370.0	2.0	1.0	2016-02-06 00:00:00	200.0	62500.0	23177.0	25095.0	23403.0	21700.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5259382	6.0	24.0	130.0			2.0	12.0	0.0	34.0	91.0	375.0	3.0	7.0	30.0	11.3333333333	13.0	12.5	28894088.0	655.0	327.5	525.0	345.0	387.142857143	393.833333333	5.0	Sohn von Mama	7866737.0	17.0	46.0	2016-03-02 00:00:00	10568.0	0.0	12067191.0	8582697.0	6864656.0	1379544.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		6460.0	20184.0	163.0	106.0	4385.0	0.0	3.0	3.0	1.0	60.0	0.0	45.0	45.0	35.0	15.0	38.0	20.0	0.0	0.0	6460.0	0.0	0.0	0.0	
5243002	14.0	23.0	550.0			2.0	11.5	0.0	34.0	87.0	286.0	3.0	7.0	30.0	11.3333333333	12.4285714286	9.53333333333	3168592.0	1020.0	510.0	470.0	471.666666667	464.285714286	392.333333333	5.0	Hein05	2677782.0	15.0	42.0	2016-03-02 00:00:00	1008.0	1160996.0	299418.0	405202.0	522898.0	780078.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		3620.0	9180.0	359.0	310.0	5000.0	9.0	1.0	0.0	0.0	106.0	0.0	64.0	96.0	25.0	18.0	49.0	0.0	0.0	0.0	3620.0	0.0	0.0	0.0	
5259389	0.0	0.0	0.0			2.0	0.0	0.0	0.0	0.0	22.0	1.0	1.0	13.0	0.0	0.0	1.69230769231	1711145.0	0.0	0.0	0.0	10.0	10.0	31.9230769231	5.0	Player15259389	108689.0	7.0	21.0	2016-02-23 00:00:00	55.0	369931.0	425825.0	352013.0	382693.0	180683.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5243008	20.0	31.0	660.0			2.0	15.5	0.0	52.0	155.0	511.0	3.0	7.0	30.0	17.3333333333	22.1428571429	17.0333333333	24194857.0	1170.0	585.0	510.0	565.0	577.857142857	576.333333333	5.0	Mel	6790097.0	17.0	46.0	2016-03-02 00:00:00	3877.0	5867275.0	4551044.0	4497805.0	3266244.0	6012489.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		9380.0	178407.0	300.0	257.0	4457.0	11.0	1.0	7.0	2.0	127.0	0.0	77.0	63.0	49.0	34.0	45.0	26.0	0.0	0.0	9380.0	0.0	0.0	0.0	
5243011	25.0	49.0	480.0			2.0	24.5	0.0	75.0	215.0	739.0	3.0	7.0	30.0	25.0	30.7142857143	24.6333333333	34027726.0	1020.0	510.0	540.0	548.333333333	611.428571429	596.666666667	5.0	Andre	3783944.0	16.0	44.0	2016-03-02 00:00:00	4061.0	6060036.0	6796348.0	6817282.0	7395938.0	6958122.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		9650.0	22907.0	397.0	259.0	15020.0	2.0	0.0	2.0	2.0	104.0	0.0	70.0	63.0	42.0	22.0	46.0	25.0	0.0	0.0	9650.0	0.0	0.0	0.0	
5267588	0.0	0.0	0.0			2.0	0.0	0.0	0.0	2.0	4.0	1.0	2.0	4.0	0.0	1.0	1.0	1022235.0	0.0	0.0	0.0	10.0	20.0	22.5	5.0	Player15267588	21585.0	5.0	9.0	2016-02-25 00:00:00	300.0	283000.0	221158.0	222943.0	225215.0	69919.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5267589	0.0	0.0	0.0			2.0	0.0	0.0	0.0	0.0	29.0	1.0	1.0	10.0	0.0	0.0	2.9	2510684.0	0.0	0.0	0.0	10.0	10.0	73.0	5.0	Bistrita	53086.0	7.0	17.0	2016-02-14 00:00:00	10.0	436365.0	965041.0	347352.0	340476.0	421450.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5243018	0.0	0.0	0.0			2.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	8.0	0.0	0.0	0.125	1539366.0	0.0	0.0	0.0	10.0	12.5	9.375	5.0	Black Mamba	615156.0	11.0	35.0	2016-02-11 00:00:00	10085.0	370000.0	336300.0	290500.0	440746.0	101820.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5267596	0.0	0.0	15.0			2.0	0.0	0.0	0.0	0.0	2.0	3.0	4.0	11.0	0.0	0.0	0.181818181818	1359145.0	25.0	12.5	10.0	11.6666666667	13.75	19.0909090909	5.0	LORD ARTURIO	224599.0	10.0	26.0	2016-02-02 00:00:00	50.0	500166.0	298000.0	268000.0	292961.0	18.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
